python,javascript,html_css,sql,problem_solving,ml_ai,design,networking,devops,communication,role
0.882,0.849,0.796,0.605,0.616,0.291,0.218,0.265,0.536,0.411,Full Stack Developer
0.686,0.081,0.0,0.757,0.838,0.226,0.05,1.0,0.925,0.458,DevOps Engineer
0.925,0.093,0.013,0.531,0.937,0.099,0.097,0.778,1.0,0.437,DevOps Engineer
0.417,0.409,0.31,0.166,0.742,0.034,0.0,0.078,0.22,0.28,QA / Test Engineer
0.184,0.788,0.928,0.287,0.437,0.013,0.509,0.164,0.182,0.505,Frontend Developer
0.31,0.094,0.023,0.127,0.835,0.002,0.062,1.0,0.612,0.576,Network Engineer
0.14,0.036,0.073,0.1,0.591,0.042,0.03,0.927,0.515,0.678,Network Engineer
0.422,0.031,0.131,0.984,0.77,0.087,0.053,0.27,0.457,0.53,Database Administrator
0.988,0.0,0.019,0.297,0.993,1.0,0.026,0.089,0.502,0.306,ML Engineer
0.064,0.516,0.967,0.106,0.429,0.039,0.927,0.039,0.0,0.881,UI/UX Designer
0.0,0.304,0.555,0.125,0.711,0.026,1.0,0.053,0.119,1.0,UI/UX Designer
1.0,0.134,0.069,0.941,1.0,1.0,0.102,0.007,0.118,0.688,Data Scientist
0.24,0.061,0.083,0.211,0.967,0.0,0.053,0.699,0.762,0.534,System Administrator
0.012,0.088,0.64,0.091,0.399,0.0,0.93,0.038,0.072,0.963,UI/UX Designer
0.319,0.806,0.196,0.109,0.335,0.07,0.501,0.042,0.0,0.063,Mobile App Developer
0.664,0.119,0.009,0.473,0.803,0.094,0.046,0.871,0.381,0.709,Cybersecurity Analyst
0.89,0.105,0.086,0.39,0.874,0.07,0.07,1.0,0.358,0.381,Cybersecurity Analyst
0.875,0.027,0.102,0.818,0.865,0.89,0.158,0.017,0.416,0.803,Data Scientist
0.891,0.296,0.221,0.742,0.853,0.0,0.007,0.788,0.769,0.419,System Administrator
0.697,0.385,0.193,0.994,0.598,0.092,0.0,0.0,0.574,0.695,QA / Test Engineer
0.782,0.0,0.363,1.0,0.684,0.627,0.424,0.203,0.212,0.539,Data Analyst
0.954,0.22,0.036,0.66,0.815,0.071,0.049,0.322,0.236,0.246,Backend Developer
0.839,0.916,0.846,0.494,0.865,0.124,0.377,0.219,0.282,0.384,Full Stack Developer
0.493,0.009,0.198,0.915,0.696,0.03,0.166,0.0,0.692,0.211,Database Administrator
0.298,0.0,0.0,0.406,0.609,0.159,0.053,0.747,0.254,0.53,Cybersecurity Analyst
0.459,0.753,0.712,0.617,0.822,0.116,0.683,0.0,0.515,0.553,Full Stack Developer
0.138,0.0,0.029,0.451,0.654,0.026,0.108,0.973,0.58,0.208,Network Engineer
1.0,0.083,0.062,0.94,1.0,0.992,0.029,0.114,0.427,0.426,ML Engineer
0.548,0.108,0.0,0.462,0.726,0.054,0.0,0.152,0.375,0.424,Backend Developer
0.467,0.066,0.06,0.26,0.554,0.109,0.06,0.954,0.45,0.426,Network Engineer
0.035,0.757,0.435,0.174,0.465,0.083,0.771,0.038,0.091,0.744,UI/UX Designer
0.261,0.407,0.861,0.014,0.626,0.019,0.902,0.013,0.026,0.728,UI/UX Designer
0.194,0.06,0.039,0.175,0.84,0.038,0.076,1.0,0.801,0.438,Network Engineer
0.635,0.247,0.138,0.318,0.932,0.146,0.0,0.68,0.969,0.323,DevOps Engineer
0.199,0.841,0.504,0.712,0.723,0.363,0.402,0.446,0.687,0.56,Mobile App Developer
0.116,0.412,0.722,0.262,0.235,0.099,0.573,0.047,0.062,0.0,Frontend Developer
0.269,0.786,0.906,0.139,0.367,0.043,0.648,0.195,0.161,0.746,Frontend Developer
0.035,0.14,0.75,0.117,0.333,0.015,0.986,0.086,0.035,0.898,UI/UX Designer
0.832,0.131,0.068,0.86,0.858,0.091,0.174,0.024,0.153,0.705,Data Analyst
0.862,0.043,0.026,0.453,0.541,0.143,0.009,0.712,0.905,0.294,Cloud Engineer
0.0,0.427,0.699,0.154,0.187,0.088,0.971,0.047,0.015,0.862,UI/UX Designer
0.126,0.336,0.763,0.0,0.316,0.059,0.973,0.065,0.025,1.0,UI/UX Designer
0.529,0.276,0.13,0.482,0.57,0.001,0.0,0.882,0.789,0.197,Cloud Engineer
0.938,0.068,0.011,0.413,1.0,0.98,0.058,0.0,0.734,0.296,ML Engineer
0.205,0.0,0.051,0.572,0.577,0.02,0.013,0.514,0.552,0.399,System Administrator
0.737,0.389,0.0,0.54,0.663,0.067,0.241,0.0,0.421,0.742,QA / Test Engineer
0.988,0.0,0.03,0.876,0.956,0.124,0.05,0.178,0.197,0.414,Backend Developer
0.158,0.102,0.073,0.223,0.729,0.024,0.104,0.942,0.514,0.724,Network Engineer
0.617,0.09,0.209,1.0,0.509,0.11,0.213,0.416,0.625,0.066,Database Administrator
0.062,0.402,0.714,0.084,0.271,0.082,0.975,0.019,0.076,0.8,UI/UX Designer
0.343,0.045,0.021,0.243,0.663,0.059,0.07,0.605,0.423,0.377,System Administrator
0.636,0.852,0.542,0.874,0.631,0.002,0.277,0.471,0.127,0.512,Full Stack Developer
0.0,0.854,0.832,0.183,0.523,0.066,0.813,0.07,0.226,0.686,Frontend Developer
0.716,0.908,0.755,0.38,0.736,0.055,0.309,0.098,0.15,0.304,Full Stack Developer
0.067,0.0,0.031,0.645,0.691,0.075,0.086,0.833,0.532,0.043,Cybersecurity Analyst
0.831,0.149,0.078,0.753,0.857,0.011,0.076,0.533,0.362,0.658,Backend Developer
0.879,0.28,0.101,0.208,0.821,0.0,0.05,0.811,0.987,0.347,DevOps Engineer
0.557,0.268,0.201,0.261,0.84,0.255,0.059,0.898,0.427,0.579,Cybersecurity Analyst
0.508,0.029,0.0,1.0,0.757,0.046,0.009,0.329,0.246,0.512,Database Administrator
0.847,0.805,0.637,0.705,0.714,0.136,0.52,0.196,0.36,0.713,Full Stack Developer
0.795,0.382,0.069,0.765,0.909,0.304,0.0,0.326,0.481,0.556,Backend Developer
0.385,0.102,0.0,0.251,0.864,0.0,0.043,0.959,0.291,0.286,Cybersecurity Analyst
0.619,0.389,0.0,0.157,0.848,0.149,0.043,0.951,0.899,0.393,DevOps Engineer
1.0,0.038,0.08,0.734,0.92,0.899,0.23,0.175,0.299,0.703,Data Scientist
0.754,0.0,0.0,0.553,0.899,0.193,0.061,0.88,0.977,0.487,Cloud Engineer
0.939,0.06,0.0,0.895,1.0,0.958,0.087,0.019,0.459,0.511,ML Engineer
0.617,0.252,0.15,0.441,1.0,0.09,0.093,0.886,0.288,0.674,Cybersecurity Analyst
0.154,0.0,0.449,0.014,0.404,0.0,0.506,0.026,0.044,0.727,UI/UX Designer
0.637,0.098,0.0,0.929,0.835,0.008,0.0,0.108,0.406,0.411,Database Administrator
0.298,0.077,0.041,0.877,0.503,0.047,0.066,0.409,0.411,0.475,Database Administrator
0.016,0.058,0.351,0.031,0.662,0.0,0.0,0.591,0.907,0.422,System Administrator
0.487,0.114,0.112,0.447,0.949,0.173,0.059,0.798,0.693,0.059,Cybersecurity Analyst
0.674,0.0,0.154,0.697,0.6,0.628,0.186,0.117,0.009,0.424,Data Scientist
0.347,0.92,0.431,0.6,0.867,0.139,0.839,0.14,0.49,0.28,Mobile App Developer
0.233,0.1,0.071,0.218,0.495,0.05,0.0,0.846,0.471,0.33,System Administrator
0.65,0.821,0.64,0.775,0.718,0.214,0.517,0.324,0.27,0.478,Full Stack Developer
